age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,code_sondage,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,has_left
32,M,9610,Marié(e),Commercial,Cadre Commercial,3,80,10,4,3,4,1,3,3,3,1,3,Non,13 %,1,2,1,1739,19,3,Infra & Cloud,Y,Occasionnel,0,2,0
40,M,19833,Célibataire,Commercial,Senior Manager,1,80,21,21,8,2,3,5,2,2,2,3,Non,14 %,0,3,1,1740,7,4,Transformation Digitale,Y,Occasionnel,12,8,0
45,F,9756,Marié(e),Ressources Humaines,Ressources Humaines,4,80,9,5,0,3,1,3,3,3,4,4,Non,21 %,2,2,1,1744,4,3,Infra & Cloud,Y,Occasionnel,0,3,0
30,F,4968,Célibataire,Consulting,Assistant de Direction,0,80,10,9,7,4,2,1,1,4,3,3,Non,16 %,0,2,1,1745,2,4,Entrepreunariat,Y,Frequent,0,7,0
24,M,2145,Marié(e),Ressources Humaines,Ressources Humaines,0,80,3,2,2,1,3,1,4,4,3,3,Non,14 %,1,2,1,1746,10,3,Transformation Digitale,Y,Frequent,2,1,0
30,F,2180,Divorcé(e),Ressources Humaines,Ressources Humaines,6,80,6,4,2,3,2,1,4,3,2,3,Non,11 %,1,0,1,1747,8,3,Ressources Humaines,Y,Frequent,1,2,1
31,M,8346,Marié(e),Commercial,Cadre Commercial,1,80,6,5,2,1,3,2,3,3,3,3,Non,19 %,1,3,1,1749,5,3,Entrepreunariat,Y,Occasionnel,0,2,0
27,F,3445,Célibataire,Consulting,Assistant de Direction,1,80,6,6,2,3,3,1,4,3,2,3,Non,11 %,0,5,1,1751,8,3,Transformation Digitale,Y,Occasionnel,1,4,0
29,F,2760,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,2,1,1,2,3,3,3,Non,13 %,0,3,1,1752,9,3,Marketing,Y,Occasionnel,2,2,1
29,M,6294,Célibataire,Consulting,Manager,8,80,10,3,2,4,4,2,3,4,4,3,Oui,12 %,0,5,1,1753,1,3,Infra & Cloud,Y,Frequent,0,2,0
30,M,7140,Divorcé(e),Commercial,Cadre Commercial,2,80,12,7,7,3,2,3,1,1,3,3,Non,11 %,1,2,1,1754,15,2,Marketing,Y,Occasionnel,1,7,0
34,M,2932,Marié(e),Consulting,Assistant de Direction,0,80,6,5,0,4,4,1,4,1,3,3,Oui,14 %,3,3,1,1755,2,4,Transformation Digitale,Y,Occasionnel,1,2,0
33,F,5147,Célibataire,Commercial,Cadre Commercial,8,80,13,11,7,4,3,2,2,4,2,3,Non,15 %,0,2,1,1756,2,3,Marketing,Y,Aucun,1,7,0
49,F,4507,Célibataire,Commercial,Cadre Commercial,3,80,8,5,1,4,3,2,4,3,4,3,Non,12 %,0,1,1,1757,11,4,Marketing,Y,Occasionnel,0,4,0
33,F,8564,Célibataire,Commercial,Cadre Commercial,2,80,11,0,0,1,3,3,1,3,2,4,Oui,20 %,0,2,1,1758,16,3,Infra & Cloud,Y,Occasionnel,0,0,1
38,F,2468,Marié(e),Consulting,Consultant,4,80,9,6,1,3,2,1,2,2,2,3,Non,14 %,1,4,1,1760,2,2,Transformation Digitale,Y,Frequent,0,5,0
31,M,8161,Marié(e),Commercial,Cadre Commercial,2,80,10,1,0,1,3,3,3,1,3,3,Non,13 %,3,2,1,1761,16,4,Marketing,Y,Occasionnel,0,0,1
29,F,2109,Divorcé(e),Consulting,Assistant de Direction,1,80,1,1,0,4,2,1,1,3,3,3,Non,13 %,1,2,1,1762,4,3,Entrepreunariat,Y,Occasionnel,0,0,0
30,M,5294,Marié(e),Consulting,Manager,3,80,10,7,0,3,4,2,3,3,3,3,Non,16 %,1,3,1,1763,16,3,Infra & Cloud,Y,Occasionnel,1,7,0
32,M,2718,Célibataire,Consulting,Assistant de Direction,2,80,12,7,7,2,3,1,2,2,3,3,Non,14 %,0,3,1,1764,5,4,Entrepreunariat,Y,Aucun,0,7,0
38,M,5811,Marié(e),Consulting,Manager,3,80,15,1,0,2,1,2,4,3,3,3,Oui,16 %,1,2,1,1766,18,3,Transformation Digitale,Y,Occasionnel,1,0,0
43,M,2437,Marié(e),Consulting,Assistant de Direction,9,80,6,1,0,3,2,1,3,4,3,3,Oui,16 %,1,4,1,1767,17,3,Entrepreunariat,Y,Frequent,0,0,1
42,M,2766,Divorcé(e),Consulting,Consultant,8,80,7,5,3,2,3,1,2,2,2,4,Non,22 %,3,6,1,1768,12,3,Transformation Digitale,Y,Occasionnel,0,4,0
55,M,19038,Marié(e),Consulting,Directeur Technique,8,80,34,1,0,3,2,5,1,2,3,3,Non,12 %,3,2,1,1770,2,3,Transformation Digitale,Y,Occasionnel,0,0,0
33,M,3055,Divorcé(e),Consulting,Assistant de Direction,5,80,11,9,8,4,3,2,2,4,2,3,Non,15 %,2,2,1,1771,4,3,Entrepreunariat,Y,Aucun,1,7,0
41,M,2289,Divorcé(e),Consulting,Consultant,1,80,5,5,3,3,3,1,1,2,3,4,Non,20 %,2,2,1,1772,9,4,Infra & Cloud,Y,Occasionnel,0,4,0
34,M,4001,Divorcé(e),Commercial,Cadre Commercial,1,80,15,15,14,4,3,2,3,3,3,3,Oui,14 %,1,3,1,1774,10,3,Infra & Cloud,Y,Aucun,0,7,0
53,F,12965,Marié(e),Consulting,Tech Lead,4,80,27,3,2,1,2,4,3,4,2,4,Oui,20 %,3,2,1,1775,1,4,Transformation Digitale,Y,Aucun,0,2,0
43,M,3539,Célibataire,Ressources Humaines,Ressources Humaines,0,80,10,9,7,2,3,1,4,2,3,3,Non,13 %,0,5,1,1778,2,3,Infra & Cloud,Y,Occasionnel,1,8,0
34,F,6029,Célibataire,Commercial,Cadre Commercial,5,80,6,2,2,4,1,2,4,1,3,3,Non,12 %,0,3,1,1779,3,2,Infra & Cloud,Y,Occasionnel,2,2,0
21,M,2679,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,2,3,1,2,2,3,3,Non,13 %,0,3,1,1780,7,1,Marketing,Y,Occasionnel,1,0,1
38,F,3702,Marié(e),Consulting,Consultant,1,80,5,5,4,4,2,1,3,2,3,3,Non,11 %,1,3,1,1782,6,2,Autre,Y,Occasionnel,0,4,0
22,F,2398,Marié(e),Consulting,Consultant,1,80,1,1,0,3,3,1,1,3,3,3,Oui,17 %,0,6,1,1783,8,1,Transformation Digitale,Y,Occasionnel,0,0,1
31,F,5468,Marié(e),Commercial,Cadre Commercial,1,80,13,12,7,1,2,2,4,1,3,3,Non,14 %,2,3,1,1784,29,4,Marketing,Y,Occasionnel,5,7,0
51,F,13116,Marié(e),Consulting,Senior Manager,2,80,15,2,2,1,3,3,3,4,3,3,Non,11 %,0,2,1,1786,3,3,Entrepreunariat,Y,Occasionnel,2,2,0
37,M,4189,Marié(e),Commercial,Cadre Commercial,1,80,5,5,2,2,2,2,2,1,3,3,Non,14 %,2,2,1,1787,9,2,Marketing,Y,Occasionnel,0,3,0
46,M,19328,Divorcé(e),Consulting,Directeur Technique,7,80,24,2,1,3,3,5,4,3,3,3,Oui,17 %,1,3,1,1789,2,4,Transformation Digitale,Y,Occasionnel,2,2,0
36,M,8321,Marié(e),Consulting,Manager,7,80,15,12,8,4,3,3,1,4,3,3,Oui,13 %,1,1,1,1790,10,3,Infra & Cloud,Y,Occasionnel,5,7,0
44,M,2342,Divorcé(e),Consulting,Assistant de Direction,1,80,6,5,3,3,3,1,2,3,2,3,Oui,12 %,3,2,1,1792,1,2,Transformation Digitale,Y,Frequent,2,3,1
37,M,4071,Divorcé(e),Ressources Humaines,Ressources Humaines,2,80,19,10,0,3,3,2,2,3,2,3,Non,13 %,0,4,1,1794,8,2,Autre,Y,Occasionnel,4,7,0
35,M,5813,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7,3,3,2,4,4,3,3,Oui,18 %,0,2,1,1797,27,3,Infra & Cloud,Y,Occasionnel,7,7,1
33,M,3143,Marié(e),Consulting,Assistant de Direction,6,80,14,10,8,4,4,1,1,2,3,3,Non,19 %,1,1,1,1798,8,4,Infra & Cloud,Y,Occasionnel,7,6,0
28,M,2044,Marié(e),Consulting,Assistant de Direction,1,80,5,5,3,3,3,1,4,3,4,3,Non,11 %,1,6,1,1799,1,3,Infra & Cloud,Y,Occasionnel,0,3,0
39,M,13464,Célibataire,Consulting,Directeur Technique,7,80,9,4,3,3,3,3,3,3,3,4,Non,21 %,0,3,1,1800,10,1,Transformation Digitale,Y,Occasionnel,2,2,0
46,M,7991,Célibataire,Commercial,Cadre Commercial,8,80,6,2,2,2,2,2,2,3,3,3,Non,15 %,0,3,1,1801,26,2,Infra & Cloud,Y,Aucun,2,2,0
40,F,3377,Marié(e),Consulting,Consultant,4,80,7,4,3,3,3,1,1,4,2,3,Non,17 %,1,5,1,1802,2,2,Infra & Cloud,Y,Occasionnel,0,2,0
42,M,5538,Marié(e),Consulting,Manager,5,80,10,0,0,2,4,2,1,3,2,3,Non,18 %,2,2,1,1803,13,3,Transformation Digitale,Y,Occasionnel,0,0,0
35,M,5762,Divorcé(e),Consulting,Tech Lead,2,80,15,7,7,2,3,2,4,3,3,3,Non,14 %,1,6,1,1804,2,2,Transformation Digitale,Y,Aucun,1,7,0
38,M,2592,Divorcé(e),Ressources Humaines,Ressources Humaines,5,80,13,11,10,1,3,1,2,4,3,3,Non,13 %,3,3,1,1805,2,3,Ressources Humaines,Y,Aucun,3,8,0
34,M,5346,Marié(e),Consulting,Consultant,4,80,11,7,1,4,3,2,1,3,2,3,Non,17 %,1,3,1,1807,9,4,Infra & Cloud,Y,Frequent,0,7,1
37,M,4213,Célibataire,Consulting,Tech Lead,1,80,10,10,3,4,3,2,1,2,1,3,Non,15 %,0,4,1,1809,10,4,Transformation Digitale,Y,Occasionnel,0,8,1
39,M,4127,Divorcé(e),Commercial,Cadre Commercial,2,80,7,2,1,3,3,2,4,4,3,3,Non,18 %,1,6,1,1812,20,3,Infra & Cloud,Y,Frequent,2,2,0
43,M,2438,Célibataire,Consulting,Assistant de Direction,4,80,7,3,2,1,3,1,3,3,2,3,Non,13 %,0,2,1,1813,9,3,Infra & Cloud,Y,Aucun,1,2,0
41,M,6870,Célibataire,Consulting,Manager,3,80,11,3,2,2,4,2,2,1,1,3,Non,12 %,0,3,1,1814,5,3,Infra & Cloud,Y,Occasionnel,1,2,0
41,F,10447,Divorcé(e),Commercial,Cadre Commercial,0,80,23,22,14,3,3,3,3,4,4,3,Oui,13 %,1,3,1,1815,4,1,Marketing,Y,Occasionnel,13,5,0
30,F,9667,Célibataire,Consulting,Tech Lead,9,80,9,7,7,1,3,3,3,2,3,3,Non,14 %,0,3,1,1816,10,3,Transformation Digitale,Y,Occasionnel,0,2,0
26,F,2148,Marié(e),Ressources Humaines,Ressources Humaines,0,80,6,5,1,4,3,1,2,3,3,3,Oui,11 %,0,3,1,1818,20,2,Transformation Digitale,Y,Occasionnel,1,4,1
46,F,8926,Marié(e),Consulting,Manager,4,80,13,9,7,4,3,2,2,4,4,4,Non,22 %,1,2,1,1821,21,2,Transformation Digitale,Y,Occasionnel,3,7,1
40,F,6513,Divorcé(e),Consulting,Manager,4,80,12,5,3,3,3,2,4,4,3,3,Non,17 %,1,3,1,1822,1,3,Infra & Cloud,Y,Occasionnel,0,3,0
34,M,6799,Marié(e),Commercial,Cadre Commercial,1,80,10,10,8,2,4,2,3,3,3,4,Non,21 %,2,5,1,1823,8,2,Entrepreunariat,Y,Occasionnel,4,8,0
58,M,16291,Divorcé(e),Commercial,Senior Manager,4,80,37,16,9,2,3,4,2,4,2,4,Non,22 %,1,0,1,1824,2,3,Transformation Digitale,Y,Aucun,14,14,0
35,M,2705,Marié(e),Consulting,Consultant,0,80,6,5,4,2,1,1,3,2,4,3,Non,16 %,1,2,1,1826,23,4,Transformation Digitale,Y,Occasionnel,0,3,0
47,F,10333,Divorcé(e),Consulting,Tech Lead,8,80,28,22,11,3,2,3,2,3,3,3,Oui,12 %,1,4,1,1827,4,3,Infra & Cloud,Y,Occasionnel,14,10,0
40,F,4448,Divorcé(e),Consulting,Manager,2,80,15,7,4,2,3,2,1,2,3,3,Non,12 %,1,3,1,1829,12,3,Infra & Cloud,Y,Occasionnel,7,7,0
54,F,6854,Marié(e),Consulting,Assistant de Direction,4,80,14,7,1,4,3,2,4,2,2,3,Non,15 %,1,2,1,1830,7,4,Transformation Digitale,Y,Occasionnel,1,7,0
31,F,9637,Marié(e),Commercial,Cadre Commercial,2,80,9,3,2,1,3,3,1,4,3,3,Non,14 %,2,3,1,1833,7,4,Marketing,Y,Frequent,2,2,0
28,F,3591,Marié(e),Consulting,Assistant de Direction,1,80,3,3,2,3,3,1,1,3,3,4,Non,25 %,1,3,1,1834,1,3,Transformation Digitale,Y,Occasionnel,1,2,0
38,F,5405,Marié(e),Commercial,Représentant Commercial,2,80,20,4,2,2,1,2,4,1,2,4,Oui,20 %,2,4,1,1835,2,4,Marketing,Y,Occasionnel,0,3,0
26,M,4684,Célibataire,Commercial,Cadre Commercial,1,80,5,5,3,3,3,2,4,1,3,3,Non,13 %,0,4,1,1836,10,3,Transformation Digitale,Y,Occasionnel,1,2,0
58,M,15787,Marié(e),Consulting,Directeur Technique,2,80,23,2,2,1,3,4,3,2,3,3,Oui,14 %,0,3,1,1837,15,4,Infra & Cloud,Y,Frequent,2,2,0
18,F,1514,Célibataire,Consulting,Assistant de Direction,1,80,0,0,0,2,3,1,3,3,1,3,Non,16 %,0,4,1,1839,14,3,Transformation Digitale,Y,Aucun,0,0,0
31,M,2956,Marié(e),Ressources Humaines,Ressources Humaines,0,80,2,1,0,4,4,1,1,3,3,3,Non,17 %,0,4,1,1842,18,5,Ressources Humaines,Y,Occasionnel,0,0,1
29,M,2335,Divorcé(e),Ressources Humaines,Ressources Humaines,4,80,4,2,2,1,2,1,1,4,3,3,Oui,15 %,3,3,1,1844,13,3,Ressources Humaines,Y,Occasionnel,2,0,1
45,F,5154,Marié(e),Commercial,Cadre Commercial,4,80,10,8,7,3,3,2,3,2,4,4,Non,22 %,2,3,1,1845,2,4,Infra & Cloud,Y,Aucun,5,7,0
36,F,6962,Marié(e),Consulting,Assistant de Direction,4,80,15,1,0,4,3,2,2,4,3,4,Oui,22 %,1,2,1,1847,2,4,Autre,Y,Occasionnel,0,0,0
43,M,5675,Marié(e),Commercial,Cadre Commercial,1,80,7,7,7,1,3,2,4,3,3,4,Non,20 %,1,5,1,1849,2,4,Infra & Cloud,Y,Frequent,7,7,0
27,F,2379,Célibataire,Consulting,Consultant,0,80,6,5,4,4,3,1,4,3,2,3,Oui,14 %,0,3,1,1850,5,2,Infra & Cloud,Y,Frequent,0,2,0
29,M,3812,Marié(e),Consulting,Consultant,1,80,11,11,8,4,3,1,4,2,4,3,Non,13 %,0,3,1,1852,20,1,Transformation Digitale,Y,Frequent,3,10,0
32,M,4648,Célibataire,Commercial,Cadre Commercial,8,80,4,0,0,4,3,2,4,3,4,3,Non,13 %,0,2,1,1853,10,4,Marketing,Y,Frequent,0,0,0
42,M,2936,Marié(e),Consulting,Assistant de Direction,3,80,10,6,3,3,3,1,3,2,2,4,Non,22 %,2,1,1,1854,10,4,Entrepreunariat,Y,Aucun,3,3,0
47,F,2105,Célibataire,Consulting,Consultant,4,80,7,2,2,2,3,1,3,3,3,3,Non,12 %,0,2,1,1856,9,4,Infra & Cloud,Y,Occasionnel,2,0,0
46,M,8578,Divorcé(e),Consulting,Tech Lead,3,80,12,9,8,4,3,3,4,3,2,3,Non,14 %,1,4,1,1857,2,2,Infra & Cloud,Y,Occasionnel,4,7,0
28,M,2706,Divorcé(e),Ressources Humaines,Ressources Humaines,1,80,3,3,2,3,3,1,4,2,3,3,Non,15 %,1,2,1,1858,1,2,Infra & Cloud,Y,Aucun,2,2,0
29,M,6384,Divorcé(e),Consulting,Manager,8,80,11,7,0,4,1,2,3,4,3,3,Non,17 %,2,3,1,1859,29,1,Infra & Cloud,Y,Occasionnel,1,6,0
42,M,3968,Célibataire,Consulting,Consultant,4,80,8,0,0,4,3,1,3,4,3,3,Non,13 %,0,3,1,1860,8,3,Infra & Cloud,Y,Occasionnel,0,0,0
32,M,9907,Célibataire,Commercial,Cadre Commercial,7,80,7,2,2,3,2,2,2,3,2,3,Oui,12 %,0,3,1,1862,2,4,Marketing,Y,Occasionnel,2,2,1
46,F,13225,Divorcé(e),Commercial,Cadre Commercial,2,80,25,19,17,1,4,4,1,4,3,3,Non,12 %,1,5,1,1863,3,3,Entrepreunariat,Y,Occasionnel,2,8,0
27,F,3540,Marié(e),Commercial,Représentant Commercial,1,80,9,9,8,2,2,2,3,4,3,4,Non,21 %,1,5,1,1864,23,1,Transformation Digitale,Y,Occasionnel,5,8,0
29,M,2804,Marié(e),Ressources Humaines,Ressources Humaines,1,80,1,1,0,4,2,1,2,4,3,3,Non,11 %,0,3,1,1865,6,1,Transformation Digitale,Y,Occasionnel,0,0,0
43,F,19392,Marié(e),Consulting,Senior Manager,7,80,21,16,12,1,2,5,3,4,3,3,Non,13 %,0,2,1,1866,6,3,Transformation Digitale,Y,Occasionnel,6,14,0
48,M,19665,Marié(e),Consulting,Directeur Technique,4,80,29,22,10,4,2,5,2,4,3,3,Non,12 %,0,3,1,1867,10,3,Infra & Cloud,Y,Occasionnel,12,9,0
29,M,2439,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,4,2,1,4,2,2,4,Oui,24 %,0,3,1,1868,24,2,Infra & Cloud,Y,Frequent,1,0,1
46,F,7314,Marié(e),Commercial,Cadre Commercial,5,80,14,8,7,3,3,3,2,3,3,4,Non,21 %,3,2,1,1869,10,3,Infra & Cloud,Y,Occasionnel,0,7,1
27,F,4774,Marié(e),Consulting,Assistant de Direction,0,80,8,7,6,4,2,1,1,4,2,3,Non,19 %,1,2,1,1870,15,3,Infra & Cloud,Y,Frequent,7,3,0
39,M,3902,Divorcé(e),Consulting,Assistant de Direction,8,80,7,2,2,4,3,2,4,2,3,3,Non,14 %,3,2,1,1871,19,4,Autre,Y,Occasionnel,2,2,0
55,M,2662,Marié(e),Consulting,Assistant de Direction,8,80,19,5,2,2,2,1,4,2,4,4,Non,20 %,1,2,1,1873,2,4,Entrepreunariat,Y,Occasionnel,0,4,0
28,F,2856,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0,2,3,1,2,4,3,3,Non,19 %,1,3,1,1875,3,3,Transformation Digitale,Y,Occasionnel,0,0,0
30,M,1081,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,2,3,1,4,3,2,3,Non,13 %,0,3,1,1876,9,3,Transformation Digitale,Y,Occasionnel,0,0,1
22,M,2472,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,4,3,1,2,1,3,4,Oui,23 %,0,2,1,1878,7,1,Infra & Cloud,Y,Occasionnel,0,0,1
36,F,5673,Marié(e),Commercial,Cadre Commercial,1,80,10,10,9,2,2,2,3,1,3,3,Oui,13 %,1,4,1,1880,10,4,Entrepreunariat,Y,Occasionnel,1,7,0
31,M,4197,Divorcé(e),Consulting,Consultant,1,80,10,10,8,2,3,2,3,1,3,3,Non,11 %,1,2,1,1881,20,3,Infra & Cloud,Y,Occasionnel,0,2,0
34,M,9713,Marié(e),Commercial,Cadre Commercial,2,80,9,5,3,3,3,3,4,4,3,3,Oui,13 %,3,3,1,1882,4,3,Infra & Cloud,Y,Occasionnel,1,0,0
29,M,2062,Célibataire,Consulting,Consultant,3,80,11,3,2,4,3,1,1,2,3,3,Non,14 %,0,2,1,1883,7,3,Infra & Cloud,Y,Occasionnel,1,2,0
37,M,4284,Marié(e),Consulting,Assistant de Direction,5,80,16,5,3,4,3,2,1,3,3,4,Oui,22 %,1,2,1,1885,7,4,Transformation Digitale,Y,Occasionnel,0,4,0
35,F,4788,Marié(e),Consulting,Tech Lead,0,80,4,3,2,4,2,2,2,4,3,3,Oui,11 %,0,2,1,1886,16,2,Autre,Y,Occasionnel,0,2,0
45,F,5906,Marié(e),Consulting,Tech Lead,0,80,10,9,8,2,2,2,4,4,2,3,Non,13 %,2,2,1,1888,25,2,Infra & Cloud,Y,Occasionnel,3,8,0
36,M,3886,Célibataire,Ressources Humaines,Ressources Humaines,1,80,10,10,1,2,2,2,4,4,2,4,Non,21 %,0,2,1,1890,2,1,Ressources Humaines,Y,Frequent,0,8,0
40,M,16823,Divorcé(e),Consulting,Senior Manager,2,80,22,19,7,1,3,4,1,1,3,3,Non,11 %,1,3,1,1892,1,4,Infra & Cloud,Y,Occasionnel,11,16,0
26,F,2933,Marié(e),Consulting,Assistant de Direction,1,80,1,1,0,2,2,1,3,3,2,3,Oui,13 %,1,3,1,1893,1,2,Infra & Cloud,Y,Occasionnel,1,0,0
27,F,6500,Célibataire,Commercial,Cadre Commercial,0,80,9,8,7,1,4,2,3,2,2,3,Non,14 %,0,5,1,1898,2,2,Transformation Digitale,Y,Occasionnel,0,7,0
48,F,17174,Divorcé(e),Consulting,Senior Manager,3,80,24,22,17,4,3,4,4,2,3,3,Non,11 %,1,3,1,1900,22,3,Transformation Digitale,Y,Frequent,4,7,0
44,M,5033,Marié(e),Consulting,Manager,2,80,10,2,0,2,4,2,1,4,3,3,Non,15 %,1,5,1,1903,1,4,Infra & Cloud,Y,Occasionnel,2,2,0
34,M,2307,Marié(e),Consulting,Assistant de Direction,1,80,5,5,2,4,1,1,1,2,3,4,Oui,23 %,1,2,1,1905,16,4,Entrepreunariat,Y,Aucun,3,0,1
56,M,2587,Célibataire,Consulting,Consultant,1,80,5,4,2,1,3,1,4,4,3,3,Non,16 %,0,3,1,1907,24,2,Infra & Cloud,Y,Occasionnel,1,0,1
36,M,5507,Marié(e),Commercial,Cadre Commercial,2,80,12,4,2,3,2,2,2,3,1,3,Non,16 %,2,1,1,1908,17,2,Marketing,Y,Occasionnel,1,3,0
41,F,4393,Marié(e),Commercial,Cadre Commercial,5,80,14,5,4,3,3,2,2,3,3,4,Non,21 %,1,3,1,1909,8,3,Marketing,Y,Occasionnel,1,4,0
42,M,13348,Marié(e),Consulting,Directeur Technique,9,80,18,13,7,3,3,3,1,2,4,3,Non,13 %,1,3,1,1911,6,3,Transformation Digitale,Y,Occasionnel,5,7,0
31,F,6583,Divorcé(e),Commercial,Cadre Commercial,2,80,8,5,2,3,3,2,4,4,3,3,Oui,11 %,1,2,1,1912,10,2,Transformation Digitale,Y,Occasionnel,1,4,0
34,F,8103,Marié(e),Commercial,Cadre Commercial,3,80,9,4,2,4,2,2,4,3,2,3,Oui,12 %,0,3,1,1915,3,1,Transformation Digitale,Y,Occasionnel,0,1,0
31,F,3978,Divorcé(e),Consulting,Consultant,8,80,4,2,2,1,4,1,3,2,2,3,Non,12 %,1,0,1,1916,4,3,Transformation Digitale,Y,Occasionnel,2,2,0
26,M,2544,Marié(e),Consulting,Consultant,0,80,8,7,7,3,4,1,4,1,3,3,Non,18 %,1,3,1,1918,6,3,Autre,Y,Frequent,7,7,0
45,M,5399,Célibataire,Consulting,Manager,4,80,12,4,2,2,3,2,3,3,3,3,Non,12 %,0,3,1,1922,1,4,Transformation Digitale,Y,Frequent,0,3,0
33,M,5487,Célibataire,Commercial,Cadre Commercial,1,80,10,10,4,2,3,2,3,2,2,3,Non,14 %,0,2,1,1924,10,4,Marketing,Y,Occasionnel,0,9,0
28,M,6834,Marié(e),Commercial,Cadre Commercial,1,80,7,7,7,3,2,2,4,3,3,3,Oui,12 %,1,2,1,1927,1,2,Infra & Cloud,Y,Frequent,0,7,0
29,M,1091,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,3,4,1,1,4,3,3,Non,17 %,0,3,1,1928,24,3,Entrepreunariat,Y,Frequent,0,0,1
39,F,5736,Marié(e),Commercial,Cadre Commercial,6,80,10,3,2,1,1,2,3,3,3,3,Non,19 %,1,1,1,1929,21,4,Infra & Cloud,Y,Aucun,1,2,0
27,M,2226,Marié(e),Consulting,Assistant de Direction,1,80,6,5,3,2,3,1,2,3,2,3,Non,11 %,1,3,1,1931,2,4,Entrepreunariat,Y,Occasionnel,1,2,0
34,M,5747,Marié(e),Consulting,Assistant de Direction,1,80,16,15,10,3,2,2,4,2,3,3,Oui,15 %,0,3,1,1932,22,4,Autre,Y,Frequent,6,11,0
28,F,9854,Célibataire,Commercial,Cadre Commercial,3,80,6,2,0,4,3,2,3,4,3,3,Oui,11 %,0,0,1,1933,13,2,Marketing,Y,Occasionnel,2,2,1
47,M,5467,Marié(e),Consulting,Assistant de Direction,8,80,16,8,7,3,3,2,2,3,4,3,Non,18 %,1,4,1,1934,14,4,Entrepreunariat,Y,Aucun,1,7,0
56,F,5380,Marié(e),Commercial,Cadre Commercial,4,80,6,0,0,4,2,2,1,3,3,3,Non,16 %,1,3,1,1935,11,5,Marketing,Y,Occasionnel,0,0,0
39,M,5151,Marié(e),Consulting,Tech Lead,1,80,10,10,0,1,3,2,1,4,3,4,Non,25 %,1,3,1,1936,9,2,Transformation Digitale,Y,Occasionnel,7,9,0
38,F,2133,Divorcé(e),Consulting,Assistant de Direction,1,80,20,20,11,4,2,2,2,3,3,3,Oui,16 %,1,3,1,1937,8,3,Transformation Digitale,Y,Frequent,0,7,0
58,F,17875,Marié(e),Commercial,Senior Manager,4,80,29,1,0,4,3,4,4,3,2,3,Oui,13 %,1,2,1,1938,21,3,Infra & Cloud,Y,Occasionnel,0,0,0
32,F,2432,Célibataire,Consulting,Assistant de Direction,3,80,8,4,1,1,4,1,3,1,3,3,Oui,14 %,0,2,1,1939,5,2,Infra & Cloud,Y,Frequent,0,3,1
38,M,4771,Divorcé(e),Consulting,Assistant de Direction,2,80,10,5,2,2,3,1,4,4,4,3,Non,19 %,2,0,1,1940,9,2,Infra & Cloud,Y,Occasionnel,0,3,0
49,M,19161,Marié(e),Consulting,Directeur Technique,3,80,28,5,4,2,3,5,4,4,3,3,Non,15 %,0,3,1,1941,2,1,Infra & Cloud,Y,Frequent,4,3,0
42,M,5087,Divorcé(e),Commercial,Cadre Commercial,3,80,14,0,0,2,3,2,4,3,3,3,Oui,12 %,2,4,1,1943,12,4,Marketing,Y,Occasionnel,0,0,0
27,F,2863,Marié(e),Ressources Humaines,Ressources Humaines,1,80,1,1,0,1,2,1,2,1,3,3,Non,12 %,0,2,1,1944,22,3,Ressources Humaines,Y,Frequent,0,0,1
35,M,5561,Marié(e),Commercial,Cadre Commercial,0,80,6,5,3,2,3,2,1,4,1,3,Non,16 %,1,2,1,1945,18,4,Transformation Digitale,Y,Occasionnel,0,4,0
28,M,2144,Célibataire,Consulting,Assistant de Direction,1,80,5,5,3,3,3,1,3,3,2,3,Non,14 %,0,3,1,1947,16,3,Transformation Digitale,Y,Aucun,1,4,0
31,M,3065,Divorcé(e),Consulting,Assistant de Direction,1,80,4,4,2,3,3,1,1,4,4,3,Oui,13 %,1,3,1,1948,3,2,Transformation Digitale,Y,Aucun,2,3,0
36,M,2810,Marié(e),Consulting,Consultant,1,80,5,5,4,1,4,1,2,2,3,4,Non,22 %,0,3,1,1949,9,4,Infra & Cloud,Y,Aucun,0,2,0
34,M,9888,Célibataire,Commercial,Cadre Commercial,1,80,14,14,8,1,3,3,4,1,2,4,Non,21 %,0,3,1,1950,1,3,Marketing,Y,Occasionnel,2,1,0
